Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR14216080	WGS S.aureus SA0937 derivate	Illumina MiSeq	8457	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216080/SRR14216080.sra	SRR14216080.sra	SRR14216080_WGS_S.aureus_SA0937_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/080/SRR14216080/SRR14216080_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/080/SRR14216080/SRR14216080_2.fastq.gz	SRR14216080_2.fastq.gz	SRR14216080_WGS_S.aureus_SA0937_derivate_2.fastq.gz
SRR14216084	WGS S.aureus SA0937 derivate	Illumina MiSeq	12003	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216084/SRR14216084.sra	SRR14216084.sra	SRR14216084_WGS_S.aureus_SA0937_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/084/SRR14216084/SRR14216084_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/084/SRR14216084/SRR14216084_1.fastq.gz	SRR14216084_1.fastq.gz	SRR14216084_WGS_S.aureus_SA0937_derivate_1.fastq.gz
SRR14216084	WGS S.aureus SA0937 derivate	Illumina MiSeq	12003	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216084/SRR14216084.sra	SRR14216084.sra	SRR14216084_WGS_S.aureus_SA0937_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/084/SRR14216084/SRR14216084_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/084/SRR14216084/SRR14216084_2.fastq.gz	SRR14216084_2.fastq.gz	SRR14216084_WGS_S.aureus_SA0937_derivate_2.fastq.gz
SRR14216087	WGS S.aureus SA0707 derivate	Illumina MiSeq	9496	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216087/SRR14216087.sra	SRR14216087.sra	SRR14216087_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/087/SRR14216087/SRR14216087_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/087/SRR14216087/SRR14216087_1.fastq.gz	SRR14216087_1.fastq.gz	SRR14216087_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216087	WGS S.aureus SA0707 derivate	Illumina MiSeq	9496	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216087/SRR14216087.sra	SRR14216087.sra	SRR14216087_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/087/SRR14216087/SRR14216087_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/087/SRR14216087/SRR14216087_2.fastq.gz	SRR14216087_2.fastq.gz	SRR14216087_WGS_S.aureus_SA0707_derivate_2.fastq.gz
SRR14216088	WGS S.aureus SA0707 derivate	Illumina MiSeq	5102	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216088/SRR14216088.sra	SRR14216088.sra	SRR14216088_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/088/SRR14216088/SRR14216088_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/088/SRR14216088/SRR14216088_1.fastq.gz	SRR14216088_1.fastq.gz	SRR14216088_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216088	WGS S.aureus SA0707 derivate	Illumina MiSeq	5102	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216088/SRR14216088.sra	SRR14216088.sra	SRR14216088_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/088/SRR14216088/SRR14216088_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/088/SRR14216088/SRR14216088_2.fastq.gz	SRR14216088_2.fastq.gz	SRR14216088_WGS_S.aureus_SA0707_derivate_2.fastq.gz
SRR14216085	WGS S.aureus SA0707 derivate	Illumina MiSeq	4055	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216085/SRR14216085.sra	SRR14216085.sra	SRR14216085_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/085/SRR14216085/SRR14216085_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/085/SRR14216085/SRR14216085_1.fastq.gz	SRR14216085_1.fastq.gz	SRR14216085_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216085	WGS S.aureus SA0707 derivate	Illumina MiSeq	4055	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216085/SRR14216085.sra	SRR14216085.sra	SRR14216085_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/085/SRR14216085/SRR14216085_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/085/SRR14216085/SRR14216085_2.fastq.gz	SRR14216085_2.fastq.gz	SRR14216085_WGS_S.aureus_SA0707_derivate_2.fastq.gz
SRR14216086	WGS S.aureus SA0707 derivate	Illumina MiSeq	7123	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216086/SRR14216086.sra	SRR14216086.sra	SRR14216086_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/086/SRR14216086/SRR14216086_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/086/SRR14216086/SRR14216086_1.fastq.gz	SRR14216086_1.fastq.gz	SRR14216086_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216086	WGS S.aureus SA0707 derivate	Illumina MiSeq	7123	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216086/SRR14216086.sra	SRR14216086.sra	SRR14216086_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/086/SRR14216086/SRR14216086_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/086/SRR14216086/SRR14216086_2.fastq.gz	SRR14216086_2.fastq.gz	SRR14216086_WGS_S.aureus_SA0707_derivate_2.fastq.gz
SRR14216089	WGS S.aureus SA0707 derivate	Illumina MiSeq	5072	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216089/SRR14216089.sra	SRR14216089.sra	SRR14216089_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/089/SRR14216089/SRR14216089_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/089/SRR14216089/SRR14216089_1.fastq.gz	SRR14216089_1.fastq.gz	SRR14216089_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216089	WGS S.aureus SA0707 derivate	Illumina MiSeq	5072	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216089/SRR14216089.sra	SRR14216089.sra	SRR14216089_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/089/SRR14216089/SRR14216089_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/089/SRR14216089/SRR14216089_2.fastq.gz	SRR14216089_2.fastq.gz	SRR14216089_WGS_S.aureus_SA0707_derivate_2.fastq.gz
SRR14216090	WGS S.aureus SA0707 derivate	Illumina MiSeq	6178	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216090/SRR14216090.sra	SRR14216090.sra	SRR14216090_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/090/SRR14216090/SRR14216090_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/090/SRR14216090/SRR14216090_1.fastq.gz	SRR14216090_1.fastq.gz	SRR14216090_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216090	WGS S.aureus SA0707 derivate	Illumina MiSeq	6178	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216090/SRR14216090.sra	SRR14216090.sra	SRR14216090_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/090/SRR14216090/SRR14216090_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/090/SRR14216090/SRR14216090_2.fastq.gz	SRR14216090_2.fastq.gz	SRR14216090_WGS_S.aureus_SA0707_derivate_2.fastq.gz
SRR14216091	WGS S.aureus SA0937 derivate	Illumina MiSeq	7264	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216091/SRR14216091.sra	SRR14216091.sra	SRR14216091_WGS_S.aureus_SA0937_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/091/SRR14216091/SRR14216091_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/091/SRR14216091/SRR14216091_1.fastq.gz	SRR14216091_1.fastq.gz	SRR14216091_WGS_S.aureus_SA0937_derivate_1.fastq.gz
SRR14216091	WGS S.aureus SA0937 derivate	Illumina MiSeq	7264	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216091/SRR14216091.sra	SRR14216091.sra	SRR14216091_WGS_S.aureus_SA0937_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/091/SRR14216091/SRR14216091_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/091/SRR14216091/SRR14216091_2.fastq.gz	SRR14216091_2.fastq.gz	SRR14216091_WGS_S.aureus_SA0937_derivate_2.fastq.gz
SRR14216094	WGS S.aureus SA0707 derivate	Illumina MiSeq	6707	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216094/SRR14216094.sra	SRR14216094.sra	SRR14216094_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/094/SRR14216094/SRR14216094_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/094/SRR14216094/SRR14216094_1.fastq.gz	SRR14216094_1.fastq.gz	SRR14216094_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216094	WGS S.aureus SA0707 derivate	Illumina MiSeq	6707	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216094/SRR14216094.sra	SRR14216094.sra	SRR14216094_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/094/SRR14216094/SRR14216094_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/094/SRR14216094/SRR14216094_2.fastq.gz	SRR14216094_2.fastq.gz	SRR14216094_WGS_S.aureus_SA0707_derivate_2.fastq.gz
SRR14216092	WGS S.aureus SA0707 derivate	Illumina MiSeq	8334	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216092/SRR14216092.sra	SRR14216092.sra	SRR14216092_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/092/SRR14216092/SRR14216092_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/092/SRR14216092/SRR14216092_1.fastq.gz	SRR14216092_1.fastq.gz	SRR14216092_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216092	WGS S.aureus SA0707 derivate	Illumina MiSeq	8334	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216092/SRR14216092.sra	SRR14216092.sra	SRR14216092_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/092/SRR14216092/SRR14216092_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/092/SRR14216092/SRR14216092_2.fastq.gz	SRR14216092_2.fastq.gz	SRR14216092_WGS_S.aureus_SA0707_derivate_2.fastq.gz
SRR14216093	WGS S.aureus SA0707 derivate	Illumina MiSeq	6868	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216093/SRR14216093.sra	SRR14216093.sra	SRR14216093_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/093/SRR14216093/SRR14216093_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/093/SRR14216093/SRR14216093_1.fastq.gz	SRR14216093_1.fastq.gz	SRR14216093_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216093	WGS S.aureus SA0707 derivate	Illumina MiSeq	6868	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216093/SRR14216093.sra	SRR14216093.sra	SRR14216093_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/093/SRR14216093/SRR14216093_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/093/SRR14216093/SRR14216093_2.fastq.gz	SRR14216093_2.fastq.gz	SRR14216093_WGS_S.aureus_SA0707_derivate_2.fastq.gz
SRR14216095	WGS S.aureus SA0707 derivate	Illumina MiSeq	7822	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216095/SRR14216095.sra	SRR14216095.sra	SRR14216095_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/095/SRR14216095/SRR14216095_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/095/SRR14216095/SRR14216095_1.fastq.gz	SRR14216095_1.fastq.gz	SRR14216095_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216095	WGS S.aureus SA0707 derivate	Illumina MiSeq	7822	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216095/SRR14216095.sra	SRR14216095.sra	SRR14216095_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/095/SRR14216095/SRR14216095_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/095/SRR14216095/SRR14216095_2.fastq.gz	SRR14216095_2.fastq.gz	SRR14216095_WGS_S.aureus_SA0707_derivate_2.fastq.gz
SRR14216097	WGS S.aureus SA0707 derivate	Illumina MiSeq	4705	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216097/SRR14216097.sra	SRR14216097.sra	SRR14216097_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/097/SRR14216097/SRR14216097_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/097/SRR14216097/SRR14216097_1.fastq.gz	SRR14216097_1.fastq.gz	SRR14216097_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216097	WGS S.aureus SA0707 derivate	Illumina MiSeq	4705	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216097/SRR14216097.sra	SRR14216097.sra	SRR14216097_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/097/SRR14216097/SRR14216097_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/097/SRR14216097/SRR14216097_2.fastq.gz	SRR14216097_2.fastq.gz	SRR14216097_WGS_S.aureus_SA0707_derivate_2.fastq.gz
SRR14216096	WGS S.aureus SA0707 derivate	Illumina MiSeq	7680	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216096/SRR14216096.sra	SRR14216096.sra	SRR14216096_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/096/SRR14216096/SRR14216096_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/096/SRR14216096/SRR14216096_1.fastq.gz	SRR14216096_1.fastq.gz	SRR14216096_WGS_S.aureus_SA0707_derivate_1.fastq.gz
SRR14216096	WGS S.aureus SA0707 derivate	Illumina MiSeq	7680	1618200000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR142/SRR14216096/SRR14216096.sra	SRR14216096.sra	SRR14216096_WGS_S.aureus_SA0707_derivate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/096/SRR14216096/SRR14216096_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR142/096/SRR14216096/SRR14216096_2.fastq.gz	SRR14216096_2.fastq.gz	SRR14216096_WGS_S.aureus_SA0707_derivate_2.fastq.gz
