Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR8191065	MiSeq_Illumina_WGS_Reads_S_aureus_141_ST2594	Illumina MiSeq	8101	1542258000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR819/SRR8191065/SRR8191065.sra	SRR8191065.sra	SRR8191065_MiSeq_Illumina_WGS_Reads_S_aureus_141_ST2594.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR819/005/SRR8191065/SRR8191065_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR819/005/SRR8191065/SRR8191065_1.fastq.gz	SRR8191065_1.fastq.gz	SRR8191065_MiSeq_Illumina_WGS_Reads_S_aureus_141_ST2594_1.fastq.gz
SRR8191065	MiSeq_Illumina_WGS_Reads_S_aureus_141_ST2594	Illumina MiSeq	8101	1542258000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR819/SRR8191065/SRR8191065.sra	SRR8191065.sra	SRR8191065_MiSeq_Illumina_WGS_Reads_S_aureus_141_ST2594.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR819/005/SRR8191065/SRR8191065_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR819/005/SRR8191065/SRR8191065_2.fastq.gz	SRR8191065_2.fastq.gz	SRR8191065_MiSeq_Illumina_WGS_Reads_S_aureus_141_ST2594_2.fastq.gz
ERR3277375	Illumina MiSeq paired end sequencing	Illumina MiSeq	19781	1571112000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR327/ERR3277375/ERR3277375.sra	ERR3277375.sra	ERR3277375_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/005/ERR3277375/ERR3277375_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR327/005/ERR3277375/ERR3277375_1.fastq.gz	ERR3277375_1.fastq.gz	ERR3277375_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR3277375	Illumina MiSeq paired end sequencing	Illumina MiSeq	19781	1571112000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR327/ERR3277375/ERR3277375.sra	ERR3277375.sra	ERR3277375_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/005/ERR3277375/ERR3277375_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR327/005/ERR3277375/ERR3277375_2.fastq.gz	ERR3277375_2.fastq.gz	ERR3277375_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
SRR10364851	WGS of Staphylococcus aureus clinical isolate	Illumina MiSeq	6459	1572408000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR10364851/SRR10364851.sra	SRR10364851.sra	SRR10364851_WGS_of_Staphylococcus_aureus_clinical_isolate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/051/SRR10364851/SRR10364851_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/051/SRR10364851/SRR10364851_1.fastq.gz	SRR10364851_1.fastq.gz	SRR10364851_WGS_of_Staphylococcus_aureus_clinical_isolate_1.fastq.gz
SRR10364851	WGS of Staphylococcus aureus clinical isolate	Illumina MiSeq	6459	1572408000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR10364851/SRR10364851.sra	SRR10364851.sra	SRR10364851_WGS_of_Staphylococcus_aureus_clinical_isolate.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/051/SRR10364851/SRR10364851_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/051/SRR10364851/SRR10364851_2.fastq.gz	SRR10364851_2.fastq.gz	SRR10364851_WGS_of_Staphylococcus_aureus_clinical_isolate_2.fastq.gz
ERR3276435	Illumina MiSeq paired end sequencing	Illumina MiSeq	12305	1571112000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR327/ERR3276435/ERR3276435.sra	ERR3276435.sra	ERR3276435_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/005/ERR3276435/ERR3276435_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR327/005/ERR3276435/ERR3276435_1.fastq.gz	ERR3276435_1.fastq.gz	ERR3276435_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR3276435	Illumina MiSeq paired end sequencing	Illumina MiSeq	12305	1571112000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR327/ERR3276435/ERR3276435.sra	ERR3276435.sra	ERR3276435_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/005/ERR3276435/ERR3276435_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR327/005/ERR3276435/ERR3276435_2.fastq.gz	ERR3276435_2.fastq.gz	ERR3276435_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
ERR3276436	Illumina MiSeq paired end sequencing	Illumina MiSeq	10363	1571112000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR327/ERR3276436/ERR3276436.sra	ERR3276436.sra	ERR3276436_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/006/ERR3276436/ERR3276436_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR327/006/ERR3276436/ERR3276436_1.fastq.gz	ERR3276436_1.fastq.gz	ERR3276436_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR3276436	Illumina MiSeq paired end sequencing	Illumina MiSeq	10363	1571112000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR327/ERR3276436/ERR3276436.sra	ERR3276436.sra	ERR3276436_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/006/ERR3276436/ERR3276436_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR327/006/ERR3276436/ERR3276436_2.fastq.gz	ERR3276436_2.fastq.gz	ERR3276436_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
ERR3276434	Illumina MiSeq paired end sequencing	Illumina MiSeq	10351	1571112000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR327/ERR3276434/ERR3276434.sra	ERR3276434.sra	ERR3276434_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/004/ERR3276434/ERR3276434_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR327/004/ERR3276434/ERR3276434_1.fastq.gz	ERR3276434_1.fastq.gz	ERR3276434_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR3276434	Illumina MiSeq paired end sequencing	Illumina MiSeq	10351	1571112000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR327/ERR3276434/ERR3276434.sra	ERR3276434.sra	ERR3276434_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/004/ERR3276434/ERR3276434_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR327/004/ERR3276434/ERR3276434_2.fastq.gz	ERR3276434_2.fastq.gz	ERR3276434_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
SRR8592681	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	11764	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592681/SRR8592681.sra	SRR8592681.sra	SRR8592681_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/001/SRR8592681/SRR8592681_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/001/SRR8592681/SRR8592681_1.fastq.gz	SRR8592681_1.fastq.gz	SRR8592681_Other_Sequencing_of_Staphylococcus_aureus_1.fastq.gz
SRR8592681	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	11764	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592681/SRR8592681.sra	SRR8592681.sra	SRR8592681_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/001/SRR8592681/SRR8592681_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/001/SRR8592681/SRR8592681_2.fastq.gz	SRR8592681_2.fastq.gz	SRR8592681_Other_Sequencing_of_Staphylococcus_aureus_2.fastq.gz
SRR8592682	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	3055	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592682/SRR8592682.sra	SRR8592682.sra	SRR8592682_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/002/SRR8592682/SRR8592682_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/002/SRR8592682/SRR8592682_1.fastq.gz	SRR8592682_1.fastq.gz	SRR8592682_Other_Sequencing_of_Staphylococcus_aureus_1.fastq.gz
SRR8592682	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	3055	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592682/SRR8592682.sra	SRR8592682.sra	SRR8592682_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/002/SRR8592682/SRR8592682_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/002/SRR8592682/SRR8592682_2.fastq.gz	SRR8592682_2.fastq.gz	SRR8592682_Other_Sequencing_of_Staphylococcus_aureus_2.fastq.gz
SRR8592685	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	1720	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592685/SRR8592685.sra	SRR8592685.sra	SRR8592685_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/005/SRR8592685/SRR8592685_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/005/SRR8592685/SRR8592685_1.fastq.gz	SRR8592685_1.fastq.gz	SRR8592685_Other_Sequencing_of_Staphylococcus_aureus_1.fastq.gz
SRR8592685	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	1720	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592685/SRR8592685.sra	SRR8592685.sra	SRR8592685_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/005/SRR8592685/SRR8592685_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/005/SRR8592685/SRR8592685_2.fastq.gz	SRR8592685_2.fastq.gz	SRR8592685_Other_Sequencing_of_Staphylococcus_aureus_2.fastq.gz
SRR8592683	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	3156	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592683/SRR8592683.sra	SRR8592683.sra	SRR8592683_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/003/SRR8592683/SRR8592683_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/003/SRR8592683/SRR8592683_1.fastq.gz	SRR8592683_1.fastq.gz	SRR8592683_Other_Sequencing_of_Staphylococcus_aureus_1.fastq.gz
SRR8592683	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	3156	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592683/SRR8592683.sra	SRR8592683.sra	SRR8592683_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/003/SRR8592683/SRR8592683_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/003/SRR8592683/SRR8592683_2.fastq.gz	SRR8592683_2.fastq.gz	SRR8592683_Other_Sequencing_of_Staphylococcus_aureus_2.fastq.gz
SRR8592686	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	2452	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592686/SRR8592686.sra	SRR8592686.sra	SRR8592686_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/006/SRR8592686/SRR8592686_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/006/SRR8592686/SRR8592686_1.fastq.gz	SRR8592686_1.fastq.gz	SRR8592686_Other_Sequencing_of_Staphylococcus_aureus_1.fastq.gz
SRR8592686	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	2452	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592686/SRR8592686.sra	SRR8592686.sra	SRR8592686_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/006/SRR8592686/SRR8592686_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/006/SRR8592686/SRR8592686_2.fastq.gz	SRR8592686_2.fastq.gz	SRR8592686_Other_Sequencing_of_Staphylococcus_aureus_2.fastq.gz
SRR8592687	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	2960	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592687/SRR8592687.sra	SRR8592687.sra	SRR8592687_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/007/SRR8592687/SRR8592687_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/007/SRR8592687/SRR8592687_1.fastq.gz	SRR8592687_1.fastq.gz	SRR8592687_Other_Sequencing_of_Staphylococcus_aureus_1.fastq.gz
SRR8592687	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	2960	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592687/SRR8592687.sra	SRR8592687.sra	SRR8592687_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/007/SRR8592687/SRR8592687_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/007/SRR8592687/SRR8592687_2.fastq.gz	SRR8592687_2.fastq.gz	SRR8592687_Other_Sequencing_of_Staphylococcus_aureus_2.fastq.gz
SRR8592684	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	2862	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592684/SRR8592684.sra	SRR8592684.sra	SRR8592684_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/004/SRR8592684/SRR8592684_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/004/SRR8592684/SRR8592684_1.fastq.gz	SRR8592684_1.fastq.gz	SRR8592684_Other_Sequencing_of_Staphylococcus_aureus_1.fastq.gz
SRR8592684	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	2862	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592684/SRR8592684.sra	SRR8592684.sra	SRR8592684_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/004/SRR8592684/SRR8592684_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/004/SRR8592684/SRR8592684_2.fastq.gz	SRR8592684_2.fastq.gz	SRR8592684_Other_Sequencing_of_Staphylococcus_aureus_2.fastq.gz
SRR8592688	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	3316	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592688/SRR8592688.sra	SRR8592688.sra	SRR8592688_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/008/SRR8592688/SRR8592688_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/008/SRR8592688/SRR8592688_1.fastq.gz	SRR8592688_1.fastq.gz	SRR8592688_Other_Sequencing_of_Staphylococcus_aureus_1.fastq.gz
SRR8592688	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	3316	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592688/SRR8592688.sra	SRR8592688.sra	SRR8592688_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/008/SRR8592688/SRR8592688_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/008/SRR8592688/SRR8592688_2.fastq.gz	SRR8592688_2.fastq.gz	SRR8592688_Other_Sequencing_of_Staphylococcus_aureus_2.fastq.gz
SRR8592689	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	14166	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592689/SRR8592689.sra	SRR8592689.sra	SRR8592689_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/009/SRR8592689/SRR8592689_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/009/SRR8592689/SRR8592689_1.fastq.gz	SRR8592689_1.fastq.gz	SRR8592689_Other_Sequencing_of_Staphylococcus_aureus_1.fastq.gz
SRR8592689	Other Sequencing of Staphylococcus aureus	Illumina MiSeq	14166	1582952400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR859/SRR8592689/SRR8592689.sra	SRR8592689.sra	SRR8592689_Other_Sequencing_of_Staphylococcus_aureus.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR859/009/SRR8592689/SRR8592689_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR859/009/SRR8592689/SRR8592689_2.fastq.gz	SRR8592689_2.fastq.gz	SRR8592689_Other_Sequencing_of_Staphylococcus_aureus_2.fastq.gz
